Indicator,State,Time Period Start Date,Time Period End Date,Value
Symptoms of Anxiety Disorder,West Virginia,07/09/2020,07/14/2020,36.1
Symptoms of Anxiety Disorder,Wisconsin,07/09/2020,07/14/2020,31.1
Symptoms of Anxiety Disorder,Wyoming,07/09/2020,07/14/2020,29.4
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,07/09/2020,07/14/2020,40.1
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,07/09/2020,07/14/2020,39.6
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,07/09/2020,07/14/2020,44.2
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,07/09/2020,07/14/2020,45.1
Symptoms of Anxiety Disorder or Depressive Disorder,California,07/09/2020,07/14/2020,44.5
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,07/09/2020,07/14/2020,39.2
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,07/09/2020,07/14/2020,35.7
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,07/09/2020,07/14/2020,34.4
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,07/09/2020,07/14/2020,28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,07/09/2020,07/14/2020,43.6
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,07/09/2020,07/14/2020,43.6
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,07/09/2020,07/14/2020,36.7
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,07/09/2020,07/14/2020,37.3
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,07/09/2020,07/14/2020,34.0
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,07/09/2020,07/14/2020,40.7
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,07/09/2020,07/14/2020,28.9
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,07/09/2020,07/14/2020,35.2
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,07/09/2020,07/14/2020,42.2
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,07/09/2020,07/14/2020,45.4
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,07/09/2020,07/14/2020,33.0
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,07/09/2020,07/14/2020,33.6
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,07/09/2020,07/14/2020,38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,07/09/2020,07/14/2020,35.6
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,07/09/2020,07/14/2020,31.5
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,07/09/2020,07/14/2020,46.5
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,07/09/2020,07/14/2020,38.7
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,07/09/2020,07/14/2020,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,07/09/2020,07/14/2020,34.1
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,07/09/2020,07/14/2020,46.4
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,07/09/2020,07/14/2020,35.1
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,07/09/2020,07/14/2020,42.0
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,07/09/2020,07/14/2020,41.7
Symptoms of Anxiety Disorder or Depressive Disorder,New York,07/09/2020,07/14/2020,38.3
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,07/09/2020,07/14/2020,38.3
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,07/09/2020,07/14/2020,33.3
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,07/09/2020,07/14/2020,34.8
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,07/09/2020,07/14/2020,44.7
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,07/09/2020,07/14/2020,43.9
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,07/09/2020,07/14/2020,40.3
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,07/09/2020,07/14/2020,42.0
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,07/09/2020,07/14/2020,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,07/09/2020,07/14/2020,34.7
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,07/09/2020,07/14/2020,41.9
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,07/09/2020,07/14/2020,45.9
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,07/09/2020,07/14/2020,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,07/09/2020,07/14/2020,35.4
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,07/09/2020,07/14/2020,35.2
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,07/09/2020,07/14/2020,40.5
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,07/09/2020,07/14/2020,40.9
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,07/09/2020,07/14/2020,36.6
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,07/09/2020,07/14/2020,33.0
Symptoms of Depressive Disorder,Alabama,07/16/2020,07/21/2020,32.7
Symptoms of Depressive Disorder,Alaska,07/16/2020,07/21/2020,27.4
Symptoms of Depressive Disorder,Arizona,07/16/2020,07/21/2020,34.3
Symptoms of Depressive Disorder,Arkansas,07/16/2020,07/21/2020,33.7
Symptoms of Depressive Disorder,California,07/16/2020,07/21/2020,31.2
Symptoms of Depressive Disorder,Colorado,07/16/2020,07/21/2020,29.1
Symptoms of Depressive Disorder,Connecticut,07/16/2020,07/21/2020,25.9
Symptoms of Depressive Disorder,Delaware,07/16/2020,07/21/2020,26.5
Symptoms of Depressive Disorder,District of Columbia,07/16/2020,07/21/2020,23.8
Symptoms of Depressive Disorder,Florida,07/16/2020,07/21/2020,30.7
Symptoms of Depressive Disorder,Georgia,07/16/2020,07/21/2020,29.7
Symptoms of Depressive Disorder,Hawaii,07/16/2020,07/21/2020,29.3
Symptoms of Depressive Disorder,Idaho,07/16/2020,07/21/2020,34.2
Symptoms of Depressive Disorder,Illinois,07/16/2020,07/21/2020,29.5
Symptoms of Depressive Disorder,Indiana,07/16/2020,07/21/2020,32.0
Symptoms of Depressive Disorder,Iowa,07/16/2020,07/21/2020,25.3
Symptoms of Depressive Disorder,Kansas,07/16/2020,07/21/2020,30.5
Symptoms of Depressive Disorder,Kentucky,07/16/2020,07/21/2020,30.6
Symptoms of Depressive Disorder,Louisiana,07/16/2020,07/21/2020,31.7
Symptoms of Depressive Disorder,Maine,07/16/2020,07/21/2020,25.3
Symptoms of Depressive Disorder,Maryland,07/16/2020,07/21/2020,29.5
Symptoms of Depressive Disorder,Massachusetts,07/16/2020,07/21/2020,23.7
Symptoms of Depressive Disorder,Michigan,07/16/2020,07/21/2020,28.6
Symptoms of Depressive Disorder,Minnesota,07/16/2020,07/21/2020,24.2
Symptoms of Depressive Disorder,Mississippi,07/16/2020,07/21/2020,36.5
Symptoms of Depressive Disorder,Missouri,07/16/2020,07/21/2020,24.8
Symptoms of Depressive Disorder,Montana,07/16/2020,07/21/2020,28.4
Symptoms of Depressive Disorder,Nebraska,07/16/2020,07/21/2020,25.2
Symptoms of Depressive Disorder,Nevada,07/16/2020,07/21/2020,38.6
Symptoms of Depressive Disorder,New Hampshire,07/16/2020,07/21/2020,28.8
Symptoms of Depressive Disorder,New Jersey,07/16/2020,07/21/2020,26.8
Symptoms of Depressive Disorder,New Mexico,07/16/2020,07/21/2020,37.6
Symptoms of Depressive Disorder,New York,07/16/2020,07/21/2020,29.3
Symptoms of Depressive Disorder,North Carolina,07/16/2020,07/21/2020,30.5
Symptoms of Depressive Disorder,North Dakota,07/16/2020,07/21/2020,26.8
Symptoms of Depressive Disorder,Ohio,07/16/2020,07/21/2020,24.9
Symptoms of Depressive Disorder,Oklahoma,07/16/2020,07/21/2020,33.5
Symptoms of Depressive Disorder,Oregon,07/16/2020,07/21/2020,36.4
Symptoms of Depressive Disorder,Pennsylvania,07/16/2020,07/21/2020,20.5
Symptoms of Depressive Disorder,Rhode Island,07/16/2020,07/21/2020,25.9
Symptoms of Depressive Disorder,South Carolina,07/16/2020,07/21/2020,32.3
Symptoms of Depressive Disorder,South Dakota,07/16/2020,07/21/2020,27.6
Symptoms of Depressive Disorder,Tennessee,07/16/2020,07/21/2020,33.7
Symptoms of Depressive Disorder,Texas,07/16/2020,07/21/2020,32.4
Symptoms of Depressive Disorder,Utah,07/16/2020,07/21/2020,28.5
Symptoms of Depressive Disorder,Vermont,07/16/2020,07/21/2020,21.4
Symptoms of Depressive Disorder,Virginia,07/16/2020,07/21/2020,27.0
Symptoms of Depressive Disorder,Washington,07/16/2020,07/21/2020,32.2
Symptoms of Depressive Disorder,West Virginia,07/16/2020,07/21/2020,28.0
Symptoms of Depressive Disorder,Wisconsin,07/16/2020,07/21/2020,23.9
Symptoms of Depressive Disorder,Wyoming,07/16/2020,07/21/2020,31.6
Symptoms of Anxiety Disorder,Alabama,07/16/2020,07/21/2020,39.9
Symptoms of Anxiety Disorder,Alaska,07/16/2020,07/21/2020,33.8
Symptoms of Anxiety Disorder,Arizona,07/16/2020,07/21/2020,41.3
Symptoms of Anxiety Disorder,Arkansas,07/16/2020,07/21/2020,36.8
Symptoms of Anxiety Disorder,California,07/16/2020,07/21/2020,38.9
Symptoms of Anxiety Disorder,Colorado,07/16/2020,07/21/2020,38.0
Symptoms of Anxiety Disorder,Connecticut,07/16/2020,07/21/2020,30.4
Symptoms of Anxiety Disorder,Delaware,07/16/2020,07/21/2020,29.0
Symptoms of Anxiety Disorder,District of Columbia,07/16/2020,07/21/2020,33.9
Symptoms of Anxiety Disorder,Florida,07/16/2020,07/21/2020,35.1
Symptoms of Anxiety Disorder,Georgia,07/16/2020,07/21/2020,35.5
Symptoms of Anxiety Disorder,Hawaii,07/16/2020,07/21/2020,37.2
Symptoms of Anxiety Disorder,Idaho,07/16/2020,07/21/2020,37.3
Symptoms of Anxiety Disorder,Illinois,07/16/2020,07/21/2020,38.0
Symptoms of Anxiety Disorder,Indiana,07/16/2020,07/21/2020,36.8
Symptoms of Anxiety Disorder,Iowa,07/16/2020,07/21/2020,31.3
Symptoms of Anxiety Disorder,Kansas,07/16/2020,07/21/2020,34.8
Symptoms of Anxiety Disorder,Kentucky,07/16/2020,07/21/2020,35.9
Symptoms of Anxiety Disorder,Louisiana,07/16/2020,07/21/2020,38.5
Symptoms of Anxiety Disorder,Maine,07/16/2020,07/21/2020,35.7
Symptoms of Anxiety Disorder,Maryland,07/16/2020,07/21/2020,33.2
Symptoms of Anxiety Disorder,Massachusetts,07/16/2020,07/21/2020,31.1
Symptoms of Anxiety Disorder,Michigan,07/16/2020,07/21/2020,36.3
Symptoms of Anxiety Disorder,Minnesota,07/16/2020,07/21/2020,32.2
Symptoms of Anxiety Disorder,Mississippi,07/16/2020,07/21/2020,38.6
Symptoms of Anxiety Disorder,Missouri,07/16/2020,07/21/2020,34.9
Symptoms of Anxiety Disorder,Montana,07/16/2020,07/21/2020,27.5
Symptoms of Anxiety Disorder,Nebraska,07/16/2020,07/21/2020,30.0
Symptoms of Anxiety Disorder,Nevada,07/16/2020,07/21/2020,43.7
Symptoms of Anxiety Disorder,New Hampshire,07/16/2020,07/21/2020,34.0
Symptoms of Anxiety Disorder,New Jersey,07/16/2020,07/21/2020,34.2
Symptoms of Anxiety Disorder,New Mexico,07/16/2020,07/21/2020,44.7
Symptoms of Anxiety Disorder,New York,07/16/2020,07/21/2020,36.2
Symptoms of Anxiety Disorder,North Carolina,07/16/2020,07/21/2020,33.1
Symptoms of Anxiety Disorder,North Dakota,07/16/2020,07/21/2020,30.3
Symptoms of Anxiety Disorder,Ohio,07/16/2020,07/21/2020,32.8
Symptoms of Anxiety Disorder,Oklahoma,07/16/2020,07/21/2020,39.6
Symptoms of Anxiety Disorder,Oregon,07/16/2020,07/21/2020,45.4
Symptoms of Anxiety Disorder,Pennsylvania,07/16/2020,07/21/2020,29.2
Symptoms of Anxiety Disorder,Rhode Island,07/16/2020,07/21/2020,41.8
Symptoms of Anxiety Disorder,South Carolina,07/16/2020,07/21/2020,35.7
Symptoms of Anxiety Disorder,South Dakota,07/16/2020,07/21/2020,27.6
Symptoms of Anxiety Disorder,Tennessee,07/16/2020,07/21/2020,40.1
Symptoms of Anxiety Disorder,Texas,07/16/2020,07/21/2020,38.4
Symptoms of Anxiety Disorder,Utah,07/16/2020,07/21/2020,34.6
Symptoms of Anxiety Disorder,Vermont,07/16/2020,07/21/2020,29.2
Symptoms of Anxiety Disorder,Virginia,07/16/2020,07/21/2020,34.2
Symptoms of Anxiety Disorder,Washington,07/16/2020,07/21/2020,37.1
Symptoms of Anxiety Disorder,West Virginia,07/16/2020,07/21/2020,31.1
Symptoms of Anxiety Disorder,Wisconsin,07/16/2020,07/21/2020,29.9
Symptoms of Anxiety Disorder,Wyoming,07/16/2020,07/21/2020,38.8
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,07/16/2020,07/21/2020,43.3
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,07/16/2020,07/21/2020,38.8
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,07/16/2020,07/21/2020,44.9
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,07/16/2020,07/21/2020,43.5
Symptoms of Anxiety Disorder or Depressive Disorder,California,07/16/2020,07/21/2020,44.1
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,07/16/2020,07/21/2020,41.5
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,07/16/2020,07/21/2020,35.1
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,07/16/2020,07/21/2020,36.6
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,07/16/2020,07/21/2020,36.1
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,07/16/2020,07/21/2020,40.5
Symptoms of Depressive Disorder,Maine,07/23/2024,08/19/2024,13.8
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,07/16/2020,07/21/2020,40.0
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,07/16/2020,07/21/2020,41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,07/16/2020,07/21/2020,45.5
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,07/16/2020,07/21/2020,43.2
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,07/16/2020,07/21/2020,42.0
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,07/16/2020,07/21/2020,37.8
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,07/16/2020,07/21/2020,39.9
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,07/16/2020,07/21/2020,41.7
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,07/16/2020,07/21/2020,43.1
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,07/16/2020,07/21/2020,37.8
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,07/16/2020,07/21/2020,39.3
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,07/16/2020,07/21/2020,35.2
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,07/16/2020,07/21/2020,40.7
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,07/16/2020,07/21/2020,35.7
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,07/16/2020,07/21/2020,48.0
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,07/16/2020,07/21/2020,37.9
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,07/16/2020,07/21/2020,36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,07/16/2020,07/21/2020,37.3
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,07/16/2020,07/21/2020,46.8
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,07/16/2020,07/21/2020,40.7
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,07/16/2020,07/21/2020,37.6
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,07/16/2020,07/21/2020,47.5
Symptoms of Anxiety Disorder or Depressive Disorder,New York,07/16/2020,07/21/2020,41.1
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,07/16/2020,07/21/2020,39.5
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,07/16/2020,07/21/2020,33.8
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,07/16/2020,07/21/2020,37.1
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,07/16/2020,07/21/2020,44.1
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,07/16/2020,07/21/2020,50.2
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,07/16/2020,07/21/2020,31.8
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,07/16/2020,07/21/2020,44.5
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,07/16/2020,07/21/2020,42.3
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,07/16/2020,07/21/2020,35.4
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,07/16/2020,07/21/2020,43.6
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,07/16/2020,07/21/2020,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,07/16/2020,07/21/2020,37.8
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,07/16/2020,07/21/2020,33.2
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,07/16/2020,07/21/2020,38.3
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,07/16/2020,07/21/2020,43.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,07/16/2020,07/21/2020,37.0
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,07/16/2020,07/21/2020,33.3
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,07/16/2020,07/21/2020,41.3
Symptoms of Depressive Disorder,Alabama,08/19/2020,08/31/2020,27.7
Symptoms of Depressive Disorder,Alaska,08/19/2020,08/31/2020,22.2
Symptoms of Depressive Disorder,Arizona,08/19/2020,08/31/2020,26.4
Symptoms of Depressive Disorder,Arkansas,08/19/2020,08/31/2020,23.9
Symptoms of Depressive Disorder,California,08/19/2020,08/31/2020,25.9
Symptoms of Depressive Disorder,Colorado,08/19/2020,08/31/2020,24.5
Symptoms of Depressive Disorder,Connecticut,08/19/2020,08/31/2020,23.8
Symptoms of Depressive Disorder,Delaware,08/19/2020,08/31/2020,20.1
Symptoms of Depressive Disorder,District of Columbia,08/19/2020,08/31/2020,23.8
Symptoms of Depressive Disorder,Florida,08/19/2020,08/31/2020,27.8
Symptoms of Depressive Disorder,Georgia,08/19/2020,08/31/2020,26.8
Symptoms of Depressive Disorder,Hawaii,08/19/2020,08/31/2020,22.8
Symptoms of Depressive Disorder,Idaho,08/19/2020,08/31/2020,22.8
Symptoms of Depressive Disorder,Illinois,08/19/2020,08/31/2020,23.5
Symptoms of Depressive Disorder,Indiana,08/19/2020,08/31/2020,25.4
Symptoms of Depressive Disorder,Iowa,08/19/2020,08/31/2020,20.0
Symptoms of Depressive Disorder,Kansas,08/19/2020,08/31/2020,24.3
Symptoms of Depressive Disorder,Kentucky,08/19/2020,08/31/2020,27.9
Symptoms of Depressive Disorder,Louisiana,08/19/2020,08/31/2020,26.9
Symptoms of Depressive Disorder,Maine,08/19/2020,08/31/2020,23.8
Symptoms of Depressive Disorder,Maryland,08/19/2020,08/31/2020,21.3
Symptoms of Depressive Disorder,Massachusetts,08/19/2020,08/31/2020,22.3
Symptoms of Depressive Disorder,Michigan,08/19/2020,08/31/2020,24.1
Symptoms of Depressive Disorder,Minnesota,08/19/2020,08/31/2020,18.3
Symptoms of Depressive Disorder,Mississippi,08/19/2020,08/31/2020,23.6
Symptoms of Depressive Disorder,Missouri,08/19/2020,08/31/2020,23.7
Symptoms of Depressive Disorder,Montana,08/19/2020,08/31/2020,18.6
Symptoms of Depressive Disorder,Nebraska,08/19/2020,08/31/2020,20.9
Symptoms of Depressive Disorder,Nevada,08/19/2020,08/31/2020,26.9
Symptoms of Depressive Disorder,New Hampshire,08/19/2020,08/31/2020,19.8
Symptoms of Depressive Disorder,New Jersey,08/19/2020,08/31/2020,24.7
Symptoms of Depressive Disorder,New Mexico,08/19/2020,08/31/2020,27.8
Symptoms of Depressive Disorder,New York,08/19/2020,08/31/2020,22.5
Symptoms of Depressive Disorder,North Carolina,08/19/2020,08/31/2020,20.5
Symptoms of Depressive Disorder,North Dakota,08/19/2020,08/31/2020,17.8
Symptoms of Depressive Disorder,Ohio,08/19/2020,08/31/2020,24.9
Symptoms of Depressive Disorder,Oklahoma,08/19/2020,08/31/2020,25.9
Symptoms of Depressive Disorder,Oregon,08/19/2020,08/31/2020,26.1
Symptoms of Depressive Disorder,Pennsylvania,08/19/2020,08/31/2020,23.8
Symptoms of Depressive Disorder,Rhode Island,08/19/2020,08/31/2020,19.2
Symptoms of Depressive Disorder,South Carolina,08/19/2020,08/31/2020,20.4
Symptoms of Depressive Disorder,South Dakota,08/19/2020,08/31/2020,15.2
Symptoms of Depressive Disorder,Tennessee,08/19/2020,08/31/2020,28.3
Symptoms of Depressive Disorder,Texas,08/19/2020,08/31/2020,25.7
Symptoms of Depressive Disorder,Utah,08/19/2020,08/31/2020,22.7
Symptoms of Depressive Disorder,Vermont,08/19/2020,08/31/2020,19.5
Symptoms of Depressive Disorder,Virginia,08/19/2020,08/31/2020,25.1
Symptoms of Depressive Disorder,Washington,08/19/2020,08/31/2020,23.6
Symptoms of Depressive Disorder,West Virginia,08/19/2020,08/31/2020,25.2
Symptoms of Depressive Disorder,Wisconsin,08/19/2020,08/31/2020,20.2
Symptoms of Depressive Disorder,Wyoming,08/19/2020,08/31/2020,21.9
Symptoms of Anxiety Disorder,Alabama,08/19/2020,08/31/2020,30.6
Symptoms of Anxiety Disorder,Alaska,08/19/2020,08/31/2020,30.5
Symptoms of Anxiety Disorder,Arizona,08/19/2020,08/31/2020,30.4
Symptoms of Anxiety Disorder,Arkansas,08/19/2020,08/31/2020,30.5
Symptoms of Anxiety Disorder,California,08/19/2020,08/31/2020,32.4
Symptoms of Anxiety Disorder,Colorado,08/19/2020,08/31/2020,32.6
Symptoms of Anxiety Disorder,Connecticut,08/19/2020,08/31/2020,33.9
Symptoms of Anxiety Disorder,Delaware,08/19/2020,08/31/2020,24.6
Symptoms of Anxiety Disorder,District of Columbia,08/19/2020,08/31/2020,30.6
Symptoms of Anxiety Disorder,Florida,08/19/2020,08/31/2020,33.7
Symptoms of Anxiety Disorder,Georgia,08/19/2020,08/31/2020,31.3
Symptoms of Anxiety Disorder,Hawaii,08/19/2020,08/31/2020,35.4
Symptoms of Anxiety Disorder,Idaho,08/19/2020,08/31/2020,28.7
Symptoms of Anxiety Disorder,Illinois,08/19/2020,08/31/2020,33.7
Symptoms of Anxiety Disorder,Indiana,08/19/2020,08/31/2020,32.0
Symptoms of Anxiety Disorder,Iowa,08/19/2020,08/31/2020,28.0
Symptoms of Anxiety Disorder,Kansas,08/19/2020,08/31/2020,32.0
Symptoms of Anxiety Disorder,Kentucky,08/19/2020,08/31/2020,34.6
Symptoms of Anxiety Disorder,Louisiana,08/19/2020,08/31/2020,37.1
Symptoms of Anxiety Disorder,Maine,08/19/2020,08/31/2020,34.9
Symptoms of Anxiety Disorder,Maryland,08/19/2020,08/31/2020,30.9
Symptoms of Anxiety Disorder,Massachusetts,08/19/2020,08/31/2020,31.5
Symptoms of Anxiety Disorder,Michigan,08/19/2020,08/31/2020,30.6
Symptoms of Anxiety Disorder,Minnesota,08/19/2020,08/31/2020,28.6
Symptoms of Anxiety Disorder,Mississippi,08/19/2020,08/31/2020,27.7
Symptoms of Anxiety Disorder,Missouri,08/19/2020,08/31/2020,27.8
Symptoms of Anxiety Disorder,Montana,08/19/2020,08/31/2020,27.9
Symptoms of Anxiety Disorder,Nebraska,08/19/2020,08/31/2020,28.0
Symptoms of Anxiety Disorder,Nevada,08/19/2020,08/31/2020,35.2
Symptoms of Anxiety Disorder,New Hampshire,08/19/2020,08/31/2020,28.4
Symptoms of Anxiety Disorder,New Jersey,08/19/2020,08/31/2020,33.3
Symptoms of Anxiety Disorder,New Mexico,08/19/2020,08/31/2020,35.2
Symptoms of Anxiety Disorder,New York,08/19/2020,08/31/2020,29.9
Symptoms of Anxiety Disorder,North Carolina,08/19/2020,08/31/2020,28.4
Symptoms of Anxiety Disorder,North Dakota,08/19/2020,08/31/2020,26.4
Symptoms of Anxiety Disorder,Ohio,08/19/2020,08/31/2020,31.7
Symptoms of Anxiety Disorder,Oklahoma,08/19/2020,08/31/2020,34.0
Symptoms of Anxiety Disorder,Oregon,08/19/2020,08/31/2020,34.8
Symptoms of Anxiety Disorder,Pennsylvania,08/19/2020,08/31/2020,31.0
Symptoms of Anxiety Disorder,Rhode Island,08/19/2020,08/31/2020,29.9
Symptoms of Anxiety Disorder,South Carolina,08/19/2020,08/31/2020,24.5
Symptoms of Anxiety Disorder,South Dakota,08/19/2020,08/31/2020,20.9
Symptoms of Anxiety Disorder,Tennessee,08/19/2020,08/31/2020,34.8
Symptoms of Anxiety Disorder,Texas,08/19/2020,08/31/2020,31.1
Symptoms of Anxiety Disorder,Utah,08/19/2020,08/31/2020,30.4
Symptoms of Anxiety Disorder,Vermont,08/19/2020,08/31/2020,28.0
Symptoms of Anxiety Disorder,Virginia,08/19/2020,08/31/2020,30.5
Symptoms of Anxiety Disorder,Washington,08/19/2020,08/31/2020,32.7
Symptoms of Anxiety Disorder,West Virginia,08/19/2020,08/31/2020,29.0
Symptoms of Anxiety Disorder,Wisconsin,08/19/2020,08/31/2020,25.2
Symptoms of Anxiety Disorder,Wyoming,08/19/2020,08/31/2020,32.8
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,08/19/2020,08/31/2020,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,08/19/2020,08/31/2020,34.8
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,08/19/2020,08/31/2020,35.1
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,08/19/2020,08/31/2020,35.3
Symptoms of Anxiety Disorder or Depressive Disorder,California,08/19/2020,08/31/2020,38.0
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,08/19/2020,08/31/2020,37.6
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,08/19/2020,08/31/2020,38.8
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,08/19/2020,08/31/2020,30.5
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,08/19/2020,08/31/2020,35.3
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,08/19/2020,08/31/2020,39.4
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,08/19/2020,08/31/2020,38.7
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,08/19/2020,08/31/2020,40.0
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,08/19/2020,08/31/2020,32.6
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,08/19/2020,08/31/2020,38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,08/19/2020,08/31/2020,38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,08/19/2020,08/31/2020,33.2
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,08/19/2020,08/31/2020,35.9
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,08/19/2020,08/31/2020,38.7
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,08/19/2020,08/31/2020,39.7
