Indicator,State,Time Period Start Date,Time Period End Date,Value
Symptoms of Depressive Disorder,Kentucky,08/04/2021,08/16/2021,23.9
Symptoms of Depressive Disorder,Louisiana,08/04/2021,08/16/2021,30.4
Symptoms of Depressive Disorder,Maine,08/04/2021,08/16/2021,19.0
Symptoms of Depressive Disorder,Maryland,08/04/2021,08/16/2021,20.2
Symptoms of Depressive Disorder,Massachusetts,08/04/2021,08/16/2021,20.8
Symptoms of Depressive Disorder,Michigan,08/04/2021,08/16/2021,20.9
Symptoms of Depressive Disorder,Minnesota,08/04/2021,08/16/2021,17.7
Symptoms of Depressive Disorder,Mississippi,08/04/2021,08/16/2021,20.9
Symptoms of Depressive Disorder,Missouri,08/04/2021,08/16/2021,25.0
Symptoms of Depressive Disorder,Montana,08/04/2021,08/16/2021,23.0
Symptoms of Depressive Disorder,Nebraska,08/04/2021,08/16/2021,21.2
Symptoms of Depressive Disorder,Nevada,08/04/2021,08/16/2021,25.2
Symptoms of Depressive Disorder,New Hampshire,08/04/2021,08/16/2021,20.8
Symptoms of Depressive Disorder,New Jersey,08/04/2021,08/16/2021,17.8
Symptoms of Depressive Disorder,New Mexico,08/04/2021,08/16/2021,23.8
Symptoms of Depressive Disorder,New York,08/04/2021,08/16/2021,17.7
Symptoms of Depressive Disorder,North Carolina,08/04/2021,08/16/2021,18.4
Symptoms of Depressive Disorder,North Dakota,08/04/2021,08/16/2021,13.1
Symptoms of Depressive Disorder,Ohio,08/04/2021,08/16/2021,21.0
Symptoms of Depressive Disorder,Oklahoma,08/04/2021,08/16/2021,31.2
Symptoms of Depressive Disorder,Oregon,08/04/2021,08/16/2021,20.3
Symptoms of Depressive Disorder,Pennsylvania,08/04/2021,08/16/2021,23.9
Symptoms of Depressive Disorder,Rhode Island,08/04/2021,08/16/2021,21.5
Symptoms of Depressive Disorder,South Carolina,08/04/2021,08/16/2021,21.5
Symptoms of Depressive Disorder,South Dakota,08/04/2021,08/16/2021,14.4
Symptoms of Depressive Disorder,Tennessee,08/04/2021,08/16/2021,22.9
Symptoms of Depressive Disorder,Texas,08/04/2021,08/16/2021,22.6
Symptoms of Depressive Disorder,Utah,08/04/2021,08/16/2021,21.4
Symptoms of Depressive Disorder,Vermont,08/04/2021,08/16/2021,17.8
Symptoms of Depressive Disorder,Virginia,08/04/2021,08/16/2021,20.1
Symptoms of Depressive Disorder,Washington,08/04/2021,08/16/2021,21.4
Symptoms of Depressive Disorder,West Virginia,08/04/2021,08/16/2021,23.1
Symptoms of Depressive Disorder,Wisconsin,08/04/2021,08/16/2021,18.8
Symptoms of Depressive Disorder,Wyoming,08/04/2021,08/16/2021,18.8
Symptoms of Anxiety Disorder,Alabama,08/04/2021,08/16/2021,26.3
Symptoms of Anxiety Disorder,Alaska,08/04/2021,08/16/2021,23.8
Symptoms of Anxiety Disorder,Arizona,08/04/2021,08/16/2021,27.5
Symptoms of Anxiety Disorder,Arkansas,08/04/2021,08/16/2021,28.1
Symptoms of Anxiety Disorder,California,08/04/2021,08/16/2021,27.8
Symptoms of Anxiety Disorder,Colorado,08/04/2021,08/16/2021,26.5
Symptoms of Anxiety Disorder,Connecticut,08/04/2021,08/16/2021,22.5
Symptoms of Anxiety Disorder,Delaware,08/04/2021,08/16/2021,29.2
Symptoms of Anxiety Disorder,District of Columbia,08/04/2021,08/16/2021,24.4
Symptoms of Anxiety Disorder,Florida,08/04/2021,08/16/2021,27.8
Symptoms of Anxiety Disorder,Georgia,08/04/2021,08/16/2021,29.4
Symptoms of Anxiety Disorder,Hawaii,08/04/2021,08/16/2021,24.7
Symptoms of Anxiety Disorder,Idaho,08/04/2021,08/16/2021,26.8
Symptoms of Anxiety Disorder,Illinois,08/04/2021,08/16/2021,23.9
Symptoms of Anxiety Disorder,Indiana,08/04/2021,08/16/2021,22.4
Symptoms of Anxiety Disorder,Iowa,08/04/2021,08/16/2021,23.4
Symptoms of Anxiety Disorder,Kansas,08/04/2021,08/16/2021,23.8
Symptoms of Anxiety Disorder,Kentucky,08/04/2021,08/16/2021,27.9
Symptoms of Anxiety Disorder,Louisiana,08/04/2021,08/16/2021,34.9
Symptoms of Anxiety Disorder,Maine,08/04/2021,08/16/2021,22.9
Symptoms of Anxiety Disorder,Maryland,08/04/2021,08/16/2021,25.1
Symptoms of Anxiety Disorder,Massachusetts,08/04/2021,08/16/2021,24.4
Symptoms of Anxiety Disorder,Michigan,08/04/2021,08/16/2021,26.6
Symptoms of Anxiety Disorder,Minnesota,08/04/2021,08/16/2021,21.9
Symptoms of Anxiety Disorder,Mississippi,08/04/2021,08/16/2021,29.6
Symptoms of Anxiety Disorder,Missouri,08/04/2021,08/16/2021,27.9
Symptoms of Anxiety Disorder,Montana,08/04/2021,08/16/2021,25.9
Symptoms of Anxiety Disorder,Nebraska,08/04/2021,08/16/2021,24.2
Symptoms of Anxiety Disorder,Nevada,08/04/2021,08/16/2021,29.0
Symptoms of Anxiety Disorder,New Hampshire,08/04/2021,08/16/2021,23.2
Symptoms of Anxiety Disorder,New Jersey,08/04/2021,08/16/2021,21.3
Symptoms of Anxiety Disorder,New Mexico,08/04/2021,08/16/2021,29.4
Symptoms of Anxiety Disorder,New York,08/04/2021,08/16/2021,26.8
Symptoms of Anxiety Disorder,North Carolina,08/04/2021,08/16/2021,26.5
Symptoms of Anxiety Disorder,North Dakota,08/04/2021,08/16/2021,20.1
Symptoms of Anxiety Disorder,Ohio,08/04/2021,08/16/2021,23.4
Symptoms of Anxiety Disorder,Oklahoma,08/04/2021,08/16/2021,35.1
Symptoms of Anxiety Disorder,Oregon,08/04/2021,08/16/2021,25.8
Symptoms of Anxiety Disorder,Pennsylvania,08/04/2021,08/16/2021,25.5
Symptoms of Anxiety Disorder,Rhode Island,08/04/2021,08/16/2021,25.7
Symptoms of Anxiety Disorder,South Carolina,08/04/2021,08/16/2021,24.6
Symptoms of Anxiety Disorder,South Dakota,08/04/2021,08/16/2021,19.2
Symptoms of Anxiety Disorder,Tennessee,08/04/2021,08/16/2021,28.9
Symptoms of Anxiety Disorder,Texas,08/04/2021,08/16/2021,28.4
Symptoms of Anxiety Disorder,Utah,08/04/2021,08/16/2021,29.2
Symptoms of Anxiety Disorder,Vermont,08/04/2021,08/16/2021,25.3
Symptoms of Anxiety Disorder,Virginia,08/04/2021,08/16/2021,25.2
Symptoms of Anxiety Disorder,Washington,08/04/2021,08/16/2021,27.9
Symptoms of Anxiety Disorder,West Virginia,08/04/2021,08/16/2021,31.6
Symptoms of Anxiety Disorder,Wisconsin,08/04/2021,08/16/2021,23.7
Symptoms of Anxiety Disorder,Wyoming,08/04/2021,08/16/2021,22.2
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,08/04/2021,08/16/2021,29.9
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,08/04/2021,08/16/2021,28.1
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,08/04/2021,08/16/2021,34.7
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,08/04/2021,08/16/2021,35.1
Symptoms of Anxiety Disorder or Depressive Disorder,California,08/04/2021,08/16/2021,32.4
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,08/04/2021,08/16/2021,30.2
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,08/04/2021,08/16/2021,24.9
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,08/04/2021,08/16/2021,32.1
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,08/04/2021,08/16/2021,29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,08/04/2021,08/16/2021,32.3
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,08/04/2021,08/16/2021,34.8
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,08/04/2021,08/16/2021,30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,08/04/2021,08/16/2021,31.9
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,08/04/2021,08/16/2021,28.1
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,08/04/2021,08/16/2021,28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,08/04/2021,08/16/2021,27.1
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,08/04/2021,08/16/2021,28.2
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,08/04/2021,08/16/2021,34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,08/04/2021,08/16/2021,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,08/04/2021,08/16/2021,26.3
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,08/04/2021,08/16/2021,28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,08/04/2021,08/16/2021,29.9
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,08/04/2021,08/16/2021,30.9
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,08/04/2021,08/16/2021,26.4
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,08/04/2021,08/16/2021,32.5
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,08/04/2021,08/16/2021,32.0
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,08/04/2021,08/16/2021,32.1
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,08/04/2021,08/16/2021,28.4
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,08/04/2021,08/16/2021,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,08/04/2021,08/16/2021,30.0
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,08/04/2021,08/16/2021,25.6
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,08/04/2021,08/16/2021,33.6
Symptoms of Anxiety Disorder or Depressive Disorder,New York,08/04/2021,08/16/2021,29.6
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,08/04/2021,08/16/2021,29.3
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,08/04/2021,08/16/2021,22.9
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,08/04/2021,08/16/2021,27.8
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,08/04/2021,08/16/2021,39.7
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,08/04/2021,08/16/2021,30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,08/04/2021,08/16/2021,30.8
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,08/04/2021,08/16/2021,31.4
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,08/04/2021,08/16/2021,28.9
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,08/04/2021,08/16/2021,21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,08/04/2021,08/16/2021,33.2
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,08/04/2021,08/16/2021,31.9
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,08/04/2021,08/16/2021,33.0
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,08/04/2021,08/16/2021,27.8
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,08/04/2021,08/16/2021,30.3
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,08/04/2021,08/16/2021,31.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,08/04/2021,08/16/2021,34.0
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,08/04/2021,08/16/2021,27.9
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,08/04/2021,08/16/2021,25.4
Symptoms of Depressive Disorder,Alabama,08/18/2021,08/30/2021,28.4
Symptoms of Depressive Disorder,Alaska,08/18/2021,08/30/2021,25.0
Symptoms of Depressive Disorder,Arizona,08/18/2021,08/30/2021,25.5
Symptoms of Depressive Disorder,Arkansas,08/18/2021,08/30/2021,25.1
Symptoms of Depressive Disorder,California,08/18/2021,08/30/2021,22.9
Symptoms of Depressive Disorder,Colorado,08/18/2021,08/30/2021,19.5
Symptoms of Depressive Disorder,Connecticut,08/18/2021,08/30/2021,19.2
Symptoms of Depressive Disorder,Delaware,08/18/2021,08/30/2021,18.9
Symptoms of Depressive Disorder,District of Columbia,08/18/2021,08/30/2021,21.2
Symptoms of Depressive Disorder,Florida,08/18/2021,08/30/2021,23.9
Symptoms of Depressive Disorder,Georgia,08/18/2021,08/30/2021,23.5
Symptoms of Depressive Disorder,Hawaii,08/18/2021,08/30/2021,22.5
Symptoms of Depressive Disorder,Idaho,08/18/2021,08/30/2021,17.8
Symptoms of Depressive Disorder,Illinois,08/18/2021,08/30/2021,20.3
Symptoms of Depressive Disorder,Indiana,08/18/2021,08/30/2021,21.3
Symptoms of Depressive Disorder,Iowa,08/18/2021,08/30/2021,20.1
Symptoms of Depressive Disorder,Kansas,08/18/2021,08/30/2021,19.4
Symptoms of Depressive Disorder,Kentucky,08/18/2021,08/30/2021,23.1
Symptoms of Depressive Disorder,Louisiana,08/18/2021,08/30/2021,27.6
Symptoms of Depressive Disorder,Maine,08/18/2021,08/30/2021,20.0
Symptoms of Depressive Disorder,Maryland,08/18/2021,08/30/2021,21.4
Symptoms of Depressive Disorder,Massachusetts,08/18/2021,08/30/2021,20.9
Symptoms of Depressive Disorder,Michigan,08/18/2021,08/30/2021,21.1
Symptoms of Depressive Disorder,Minnesota,08/18/2021,08/30/2021,20.4
Symptoms of Depressive Disorder,Mississippi,08/18/2021,08/30/2021,24.1
Symptoms of Depressive Disorder,Missouri,08/18/2021,08/30/2021,22.5
Symptoms of Depressive Disorder,Montana,08/18/2021,08/30/2021,17.6
Symptoms of Depressive Disorder,Nebraska,08/18/2021,08/30/2021,19.2
Symptoms of Depressive Disorder,Nevada,08/18/2021,08/30/2021,27.2
Symptoms of Depressive Disorder,New Hampshire,08/18/2021,08/30/2021,17.2
Symptoms of Depressive Disorder,New Jersey,08/18/2021,08/30/2021,17.9
Symptoms of Depressive Disorder,New Mexico,08/18/2021,08/30/2021,20.7
Symptoms of Depressive Disorder,New York,08/18/2021,08/30/2021,19.1
Symptoms of Depressive Disorder,North Carolina,08/18/2021,08/30/2021,26.2
Symptoms of Depressive Disorder,North Dakota,08/18/2021,08/30/2021,25.3
Symptoms of Depressive Disorder,Ohio,08/18/2021,08/30/2021,27.4
Symptoms of Depressive Disorder,Oklahoma,08/18/2021,08/30/2021,26.2
Symptoms of Depressive Disorder,Oregon,08/18/2021,08/30/2021,24.2
Symptoms of Depressive Disorder,Pennsylvania,08/18/2021,08/30/2021,25.1
Symptoms of Depressive Disorder,Rhode Island,08/18/2021,08/30/2021,19.5
Symptoms of Depressive Disorder,South Carolina,08/18/2021,08/30/2021,26.2
Symptoms of Depressive Disorder,South Dakota,08/18/2021,08/30/2021,18.3
Symptoms of Depressive Disorder,Tennessee,08/18/2021,08/30/2021,28.3
Symptoms of Depressive Disorder,Texas,08/18/2021,08/30/2021,22.5
Symptoms of Depressive Disorder,Utah,08/18/2021,08/30/2021,24.2
Symptoms of Depressive Disorder,Vermont,08/18/2021,08/30/2021,16.8
Symptoms of Depressive Disorder,Virginia,08/18/2021,08/30/2021,16.8
Symptoms of Depressive Disorder,Washington,08/18/2021,08/30/2021,23.7
Symptoms of Depressive Disorder,West Virginia,08/18/2021,08/30/2021,24.4
Symptoms of Depressive Disorder,Wisconsin,08/18/2021,08/30/2021,15.6
Symptoms of Depressive Disorder,Wyoming,08/18/2021,08/30/2021,23.6
Symptoms of Anxiety Disorder,Alabama,08/18/2021,08/30/2021,34.5
Symptoms of Anxiety Disorder,Alaska,08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder,Arizona,08/18/2021,08/30/2021,30.4
Symptoms of Anxiety Disorder,Arkansas,08/18/2021,08/30/2021,32.2
Symptoms of Anxiety Disorder,California,08/18/2021,08/30/2021,26.2
Symptoms of Anxiety Disorder,Colorado,08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder,Connecticut,08/18/2021,08/30/2021,24.0
Symptoms of Anxiety Disorder,Delaware,08/18/2021,08/30/2021,30.0
Symptoms of Anxiety Disorder,District of Columbia,08/18/2021,08/30/2021,30.0
Symptoms of Anxiety Disorder,Florida,08/18/2021,08/30/2021,27.5
Symptoms of Anxiety Disorder,Georgia,08/18/2021,08/30/2021,30.3
Symptoms of Anxiety Disorder,Hawaii,08/18/2021,08/30/2021,26.5
Symptoms of Anxiety Disorder,Idaho,08/18/2021,08/30/2021,25.7
Symptoms of Anxiety Disorder,Illinois,08/18/2021,08/30/2021,24.8
Symptoms of Anxiety Disorder,Indiana,08/18/2021,08/30/2021,27.2
Symptoms of Anxiety Disorder,Iowa,08/18/2021,08/30/2021,24.2
Symptoms of Anxiety Disorder,Kansas,08/18/2021,08/30/2021,25.8
Symptoms of Anxiety Disorder,Kentucky,08/18/2021,08/30/2021,31.5
Symptoms of Anxiety Disorder,Louisiana,08/18/2021,08/30/2021,36.2
Symptoms of Anxiety Disorder,Maine,08/18/2021,08/30/2021,28.8
Symptoms of Anxiety Disorder,Maryland,08/18/2021,08/30/2021,28.0
Symptoms of Anxiety Disorder,Massachusetts,08/18/2021,08/30/2021,28.2
Symptoms of Anxiety Disorder,Michigan,08/18/2021,08/30/2021,27.2
Symptoms of Anxiety Disorder,Minnesota,08/18/2021,08/30/2021,24.8
Symptoms of Anxiety Disorder,Mississippi,08/18/2021,08/30/2021,27.1
Symptoms of Anxiety Disorder,Missouri,08/18/2021,08/30/2021,27.1
Symptoms of Anxiety Disorder,Montana,08/18/2021,08/30/2021,23.9
Symptoms of Anxiety Disorder,Nebraska,08/18/2021,08/30/2021,24.8
Symptoms of Anxiety Disorder,Nevada,08/18/2021,08/30/2021,32.3
Symptoms of Anxiety Disorder,New Hampshire,08/18/2021,08/30/2021,21.6
Symptoms of Anxiety Disorder,New Jersey,08/18/2021,08/30/2021,27.1
Symptoms of Anxiety Disorder,New Mexico,08/18/2021,08/30/2021,27.1
Symptoms of Anxiety Disorder,New York,08/18/2021,08/30/2021,23.6
Symptoms of Anxiety Disorder,North Carolina,08/18/2021,08/30/2021,30.1
Symptoms of Anxiety Disorder,North Dakota,08/18/2021,08/30/2021,25.5
Symptoms of Anxiety Disorder,Ohio,08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder,Oklahoma,08/18/2021,08/30/2021,31.8
Symptoms of Anxiety Disorder,Oregon,08/18/2021,08/30/2021,31.8
Symptoms of Anxiety Disorder,Pennsylvania,08/18/2021,08/30/2021,31.4
Symptoms of Anxiety Disorder,Rhode Island,08/18/2021,08/30/2021,25.6
Symptoms of Anxiety Disorder,South Carolina,08/18/2021,08/30/2021,25.4
Symptoms of Anxiety Disorder,South Dakota,08/18/2021,08/30/2021,25.2
Symptoms of Anxiety Disorder,Tennessee,08/18/2021,08/30/2021,35.2
Symptoms of Anxiety Disorder,Texas,08/18/2021,08/30/2021,28.3
Symptoms of Anxiety Disorder,Utah,08/18/2021,08/30/2021,29.7
Symptoms of Anxiety Disorder,Vermont,08/18/2021,08/30/2021,25.8
Symptoms of Anxiety Disorder,Virginia,08/18/2021,08/30/2021,24.8
Symptoms of Anxiety Disorder,Washington,08/18/2021,08/30/2021,29.4
Symptoms of Anxiety Disorder,West Virginia,08/18/2021,08/30/2021,29.6
Symptoms of Anxiety Disorder,Wisconsin,08/18/2021,08/30/2021,22.5
Symptoms of Anxiety Disorder,Wyoming,08/18/2021,08/30/2021,28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,08/18/2021,08/30/2021,38.5
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,08/18/2021,08/30/2021,33.5
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,08/18/2021,08/30/2021,35.8
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,08/18/2021,08/30/2021,36.2
Symptoms of Anxiety Disorder or Depressive Disorder,California,08/18/2021,08/30/2021,31.5
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,08/18/2021,08/30/2021,29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,08/18/2021,08/30/2021,32.4
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,08/18/2021,08/30/2021,33.0
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,08/18/2021,08/30/2021,31.4
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,08/18/2021,08/30/2021,34.5
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,08/18/2021,08/30/2021,31.8
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,08/18/2021,08/30/2021,28.6
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,08/18/2021,08/30/2021,31.3
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,08/18/2021,08/30/2021,28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,08/18/2021,08/30/2021,29.4
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,08/18/2021,08/30/2021,33.8
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,08/18/2021,08/30/2021,39.3
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,08/18/2021,08/30/2021,31.0
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,08/18/2021,08/30/2021,31.4
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,08/18/2021,08/30/2021,32.0
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,08/18/2021,08/30/2021,30.3
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,08/18/2021,08/30/2021,30.4
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,08/18/2021,08/30/2021,33.3
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,08/18/2021,08/30/2021,30.6
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,08/18/2021,08/30/2021,26.3
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,08/18/2021,08/30/2021,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,08/18/2021,08/30/2021,23.9
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,08/18/2021,08/30/2021,30.6
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,08/18/2021,08/30/2021,30.3
Symptoms of Anxiety Disorder or Depressive Disorder,New York,08/18/2021,08/30/2021,28.6
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,08/18/2021,08/30/2021,34.0
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,08/18/2021,08/30/2021,29.8
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,08/18/2021,08/30/2021,34.5
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,08/18/2021,08/30/2021,38.1
