Indicator,State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,12/01/2021,12/13/2021,27.8,23.6,32.2,23.6 - 32.2,24.0-29.5
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,12/01/2021,12/13/2021,34.6,29.4,40.1,29.4 - 40.1,33.3-39.9
Symptoms of Anxiety Disorder or Depressive Disorder,New York,12/01/2021,12/13/2021,33.3,28.9,37.8,28.9 - 37.8,33.3-39.9
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,12/01/2021,12/13/2021,30.0,25.9,34.4,25.9 - 34.4,29.6-31.1
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,12/01/2021,12/13/2021,33.4,28.1,39.1,28.1 - 39.1,33.3-39.9
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,12/01/2021,12/13/2021,30.1,25.8,34.7,25.8 - 34.7,29.6-31.1
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,12/01/2021,12/13/2021,38.3,33.5,43.3,33.5 - 43.3,33.3-39.9
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,12/01/2021,12/13/2021,35.6,32.2,39.1,32.2 - 39.1,33.3-39.9
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,12/01/2021,12/13/2021,28.9,25.1,32.9,25.1 - 32.9,24.0-29.5
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,12/01/2021,12/13/2021,27.8,21.8,34.5,21.8 - 34.5,24.0-29.5
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,12/01/2021,12/13/2021,25.1,21.3,29.1,21.3 - 29.1,24.0-29.5
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,12/01/2021,12/13/2021,24.0,20.0,28.5,20.0 - 28.5,24.0-29.5
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,12/01/2021,12/13/2021,31.4,27.2,35.8,27.2 - 35.8,31.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,12/01/2021,12/13/2021,29.5,25.7,33.5,25.7 - 33.5,24.0-29.5
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,12/01/2021,12/13/2021,32.5,29.1,36.1,29.1 - 36.1,31.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,12/01/2021,12/13/2021,32.2,26.5,38.3,26.5 - 38.3,31.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,12/01/2021,12/13/2021,31.5,26.7,36.7,26.7 - 36.7,31.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,12/01/2021,12/13/2021,33.6,31.0,36.3,31.0 - 36.3,33.3-39.9
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,12/01/2021,12/13/2021,39.9,33.2,46.9,33.2 - 46.9,33.3-39.9
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,12/01/2021,12/13/2021,26.3,22.6,30.3,22.6 - 30.3,24.0-29.5
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,12/01/2021,12/13/2021,32.3,27.9,37.0,27.9 - 37.0,31.2-33.2
Symptoms of Depressive Disorder,Alabama,12/29/2021,01/10/2022,25.9,20.8,31.5,20.8 - 31.5,24.7-31.4
Symptoms of Depressive Disorder,Alaska,12/29/2021,01/10/2022,21.6,17.3,26.3,17.3 - 26.3,21.1-22.3
Symptoms of Depressive Disorder,Arizona,12/29/2021,01/10/2022,22.6,20.2,25.3,20.2 - 25.3,22.4-24.6
Symptoms of Depressive Disorder,Arkansas,12/29/2021,01/10/2022,31.4,25.3,38.0,25.3 - 38.0,24.7-31.4
Symptoms of Depressive Disorder,California,12/29/2021,01/10/2022,22.3,19.8,24.9,19.8 - 24.9,21.1-22.3
Symptoms of Depressive Disorder,Colorado,12/29/2021,01/10/2022,21.1,18.5,23.8,18.5 - 23.8,21.1-22.3
Symptoms of Depressive Disorder,Connecticut,12/29/2021,01/10/2022,22.3,19.8,25.0,19.8 - 25.0,21.1-22.3
Symptoms of Depressive Disorder,Delaware,12/29/2021,01/10/2022,21.5,17.3,26.3,17.3 - 26.3,21.1-22.3
Symptoms of Depressive Disorder,District of Columbia,12/29/2021,01/10/2022,20.9,16.3,26.0,16.3 - 26.0,18.5-21.0
Symptoms of Depressive Disorder,Florida,12/29/2021,01/10/2022,24.5,21.3,27.9,21.3 - 27.9,22.4-24.6
Symptoms of Depressive Disorder,Georgia,12/29/2021,01/10/2022,21.8,17.7,26.2,17.7 - 26.2,21.1-22.3
Symptoms of Depressive Disorder,Hawaii,12/29/2021,01/10/2022,23.8,19.9,28.1,19.9 - 28.1,22.4-24.6
Symptoms of Depressive Disorder,Idaho,12/29/2021,01/10/2022,21.0,17.4,25.0,17.4 - 25.0,18.5-21.0
Symptoms of Depressive Disorder,Illinois,12/29/2021,01/10/2022,19.0,16.0,22.4,16.0 - 22.4,18.5-21.0
Symptoms of Depressive Disorder,Indiana,12/29/2021,01/10/2022,24.1,20.1,28.4,20.1 - 28.4,22.4-24.6
Symptoms of Depressive Disorder,Iowa,12/29/2021,01/10/2022,19.1,15.6,23.0,15.6 - 23.0,18.5-21.0
Symptoms of Depressive Disorder,Kansas,12/29/2021,01/10/2022,20.0,16.5,23.8,16.5 - 23.8,18.5-21.0
Symptoms of Depressive Disorder,Kentucky,12/29/2021,01/10/2022,24.8,20.8,29.3,20.8 - 29.3,24.7-31.4
Symptoms of Depressive Disorder,Louisiana,12/29/2021,01/10/2022,24.0,20.2,28.2,20.2 - 28.2,22.4-24.6
Symptoms of Depressive Disorder,Maine,12/29/2021,01/10/2022,20.7,16.6,25.2,16.6 - 25.2,18.5-21.0
Symptoms of Depressive Disorder,Maryland,12/29/2021,01/10/2022,18.5,15.2,22.1,15.2 - 22.1,18.5-21.0
Symptoms of Depressive Disorder,Massachusetts,12/29/2021,01/10/2022,20.6,18.0,23.3,18.0 - 23.3,18.5-21.0
Symptoms of Depressive Disorder,Michigan,12/29/2021,01/10/2022,24.1,21.4,27.0,21.4 - 27.0,22.4-24.6
Symptoms of Depressive Disorder,Minnesota,12/29/2021,01/10/2022,18.6,15.8,21.6,15.8 - 21.6,18.5-21.0
Symptoms of Depressive Disorder,Mississippi,12/29/2021,01/10/2022,26.4,20.3,33.1,20.3 - 33.1,24.7-31.4
Symptoms of Depressive Disorder,Missouri,12/29/2021,01/10/2022,25.3,21.1,29.8,21.1 - 29.8,24.7-31.4
Symptoms of Depressive Disorder,Montana,12/29/2021,01/10/2022,21.8,17.6,26.5,17.6 - 26.5,21.1-22.3
Symptoms of Depressive Disorder,Nebraska,12/29/2021,01/10/2022,23.7,19.0,28.8,19.0 - 28.8,22.4-24.6
Symptoms of Depressive Disorder,Nevada,12/29/2021,01/10/2022,28.8,24.9,33.0,24.9 - 33.0,24.7-31.4
Symptoms of Depressive Disorder,New Hampshire,12/29/2021,01/10/2022,21.0,17.6,24.7,17.6 - 24.7,18.5-21.0
Symptoms of Depressive Disorder,New Jersey,12/29/2021,01/10/2022,22.2,18.7,26.1,18.7 - 26.1,21.1-22.3
Symptoms of Depressive Disorder,New Mexico,12/29/2021,01/10/2022,26.7,22.4,31.4,22.4 - 31.4,24.7-31.4
Symptoms of Depressive Disorder,New York,12/29/2021,01/10/2022,21.1,17.6,25.0,17.6 - 25.0,21.1-22.3
Symptoms of Depressive Disorder,North Carolina,12/29/2021,01/10/2022,20.1,16.3,24.4,16.3 - 24.4,18.5-21.0
Symptoms of Depressive Disorder,North Dakota,12/29/2021,01/10/2022,19.0,15.0,23.5,15.0 - 23.5,18.5-21.0
Symptoms of Depressive Disorder,Ohio,12/29/2021,01/10/2022,24.6,20.8,28.7,20.8 - 28.7,22.4-24.6
Symptoms of Depressive Disorder,Oklahoma,12/29/2021,01/10/2022,26.7,22.4,31.3,22.4 - 31.3,24.7-31.4
Symptoms of Depressive Disorder,Oregon,12/29/2021,01/10/2022,25.8,22.7,29.0,22.7 - 29.0,24.7-31.4
Symptoms of Depressive Disorder,Pennsylvania,12/29/2021,01/10/2022,21.0,17.8,24.6,17.8 - 24.6,18.5-21.0
Symptoms of Depressive Disorder,Rhode Island,12/29/2021,01/10/2022,26.7,21.7,32.2,21.7 - 32.2,24.7-31.4
Symptoms of Depressive Disorder,South Carolina,12/29/2021,01/10/2022,23.1,18.9,27.6,18.9 - 27.6,22.4-24.6
Symptoms of Depressive Disorder,South Dakota,12/29/2021,01/10/2022,22.2,17.5,27.6,17.5 - 27.6,21.1-22.3
Symptoms of Depressive Disorder,Tennessee,12/29/2021,01/10/2022,24.6,19.9,29.8,19.9 - 29.8,22.4-24.6
Symptoms of Depressive Disorder,Texas,12/29/2021,01/10/2022,25.0,22.5,27.7,22.5 - 27.7,24.7-31.4
Symptoms of Depressive Disorder,Utah,12/29/2021,01/10/2022,23.6,20.6,26.8,20.6 - 26.8,22.4-24.6
Symptoms of Depressive Disorder,Vermont,12/29/2021,01/10/2022,22.1,17.6,27.1,17.6 - 27.1,21.1-22.3
Symptoms of Depressive Disorder,Virginia,12/29/2021,01/10/2022,23.4,19.4,27.7,19.4 - 27.7,22.4-24.6
Symptoms of Depressive Disorder,Washington,12/29/2021,01/10/2022,21.4,18.7,24.3,18.7 - 24.3,21.1-22.3
Symptoms of Depressive Disorder,West Virginia,12/29/2021,01/10/2022,25.9,21.1,31.1,21.1 - 31.1,24.7-31.4
Symptoms of Depressive Disorder,Wisconsin,12/29/2021,01/10/2022,20.1,16.4,24.1,16.4 - 24.1,18.5-21.0
Symptoms of Depressive Disorder,Wyoming,12/29/2021,01/10/2022,22.8,18.7,27.4,18.7 - 27.4,22.4-24.6
Symptoms of Anxiety Disorder,Alabama,12/29/2021,01/10/2022,26.7,22.1,31.6,22.1 - 31.6,25.8-28.0
Symptoms of Anxiety Disorder,Alaska,12/29/2021,01/10/2022,28.6,23.1,34.6,23.1 - 34.6,28.1-30.4
Symptoms of Anxiety Disorder,Arizona,12/29/2021,01/10/2022,30.5,27.5,33.6,27.5 - 33.6,30.5-36.1
Symptoms of Anxiety Disorder,Arkansas,12/29/2021,01/10/2022,36.1,30.3,42.1,30.3 - 42.1,30.5-36.1
Symptoms of Anxiety Disorder,California,12/29/2021,01/10/2022,27.1,24.5,29.9,24.5 - 29.9,25.8-28.0
Symptoms of Anxiety Disorder,Colorado,12/29/2021,01/10/2022,26.7,23.8,29.7,23.8 - 29.7,25.8-28.0
Symptoms of Anxiety Disorder,Connecticut,12/29/2021,01/10/2022,28.0,24.9,31.3,24.9 - 31.3,25.8-28.0
Symptoms of Anxiety Disorder,Delaware,12/29/2021,01/10/2022,27.4,23.1,32.1,23.1 - 32.1,25.8-28.0
Symptoms of Anxiety Disorder,District of Columbia,12/29/2021,01/10/2022,30.3,24.5,36.7,24.5 - 36.7,28.1-30.4
Symptoms of Anxiety Disorder,Florida,12/29/2021,01/10/2022,28.9,26.2,31.6,26.2 - 31.6,28.1-30.4
Symptoms of Anxiety Disorder,Georgia,12/29/2021,01/10/2022,24.6,21.1,28.4,21.1 - 28.4,22.0-25.7
Symptoms of Anxiety Disorder,Hawaii,12/29/2021,01/10/2022,26.7,21.8,32.0,21.8 - 32.0,25.8-28.0
Symptoms of Anxiety Disorder,Idaho,12/29/2021,01/10/2022,24.4,20.9,28.2,20.9 - 28.2,22.0-25.7
Symptoms of Anxiety Disorder,Illinois,12/29/2021,01/10/2022,25.7,22.6,28.9,22.6 - 28.9,22.0-25.7
Symptoms of Anxiety Disorder,Indiana,12/29/2021,01/10/2022,27.4,23.7,31.4,23.7 - 31.4,25.8-28.0
Symptoms of Anxiety Disorder,Iowa,12/29/2021,01/10/2022,24.8,20.9,29.1,20.9 - 29.1,22.0-25.7
Symptoms of Anxiety Disorder,Kansas,12/29/2021,01/10/2022,25.4,22.1,28.8,22.1 - 28.8,22.0-25.7
Symptoms of Anxiety Disorder,Kentucky,12/29/2021,01/10/2022,30.3,26.1,34.8,26.1 - 34.8,28.1-30.4
Symptoms of Anxiety Disorder,Louisiana,12/29/2021,01/10/2022,26.6,22.5,31.1,22.5 - 31.1,25.8-28.0
Symptoms of Anxiety Disorder,Maine,12/29/2021,01/10/2022,28.9,24.3,34.0,24.3 - 34.0,28.1-30.4
Symptoms of Anxiety Disorder,Maryland,12/29/2021,01/10/2022,24.9,21.7,28.3,21.7 - 28.3,22.0-25.7
Symptoms of Anxiety Disorder,Massachusetts,12/29/2021,01/10/2022,26.4,23.6,29.3,23.6 - 29.3,25.8-28.0
Symptoms of Anxiety Disorder,Michigan,12/29/2021,01/10/2022,26.6,24.2,29.2,24.2 - 29.2,25.8-28.0
Symptoms of Anxiety Disorder,Minnesota,12/29/2021,01/10/2022,22.0,18.8,25.4,18.8 - 25.4,22.0-25.7
Symptoms of Anxiety Disorder,Mississippi,12/29/2021,01/10/2022,31.0,24.6,38.0,24.6 - 38.0,30.5-36.1
Symptoms of Anxiety Disorder,Missouri,12/29/2021,01/10/2022,25.1,21.7,28.8,21.7 - 28.8,22.0-25.7
Symptoms of Anxiety Disorder,Montana,12/29/2021,01/10/2022,29.9,25.4,34.7,25.4 - 34.7,28.1-30.4
Symptoms of Anxiety Disorder,Nebraska,12/29/2021,01/10/2022,31.6,26.8,36.7,26.8 - 36.7,30.5-36.1
Symptoms of Anxiety Disorder,Nevada,12/29/2021,01/10/2022,29.8,25.4,34.5,25.4 - 34.5,28.1-30.4
Symptoms of Anxiety Disorder,New Hampshire,12/29/2021,01/10/2022,27.2,24.3,30.3,24.3 - 30.3,25.8-28.0
Symptoms of Anxiety Disorder,New Jersey,12/29/2021,01/10/2022,28.5,24.9,32.3,24.9 - 32.3,28.1-30.4
Symptoms of Anxiety Disorder,New Mexico,12/29/2021,01/10/2022,33.2,29.1,37.5,29.1 - 37.5,30.5-36.1
Symptoms of Anxiety Disorder,New York,12/29/2021,01/10/2022,28.7,25.1,32.5,25.1 - 32.5,28.1-30.4
Symptoms of Anxiety Disorder,North Carolina,12/29/2021,01/10/2022,25.6,21.7,29.9,21.7 - 29.9,22.0-25.7
Symptoms of Anxiety Disorder,North Dakota,12/29/2021,01/10/2022,22.0,18.0,26.3,18.0 - 26.3,22.0-25.7
Symptoms of Anxiety Disorder,Ohio,12/29/2021,01/10/2022,28.0,24.2,31.9,24.2 - 31.9,25.8-28.0
Symptoms of Anxiety Disorder,Oklahoma,12/29/2021,01/10/2022,32.2,28.2,36.4,28.2 - 36.4,30.5-36.1
Symptoms of Anxiety Disorder,Oregon,12/29/2021,01/10/2022,32.0,28.9,35.2,28.9 - 35.2,30.5-36.1
Symptoms of Anxiety Disorder,Pennsylvania,12/29/2021,01/10/2022,25.5,21.7,29.7,21.7 - 29.7,22.0-25.7
Symptoms of Anxiety Disorder,Rhode Island,12/29/2021,01/10/2022,32.3,27.0,37.9,27.0 - 37.9,30.5-36.1
Symptoms of Anxiety Disorder,South Carolina,12/29/2021,01/10/2022,26.5,22.0,31.3,22.0 - 31.3,25.8-28.0
Symptoms of Anxiety Disorder,South Dakota,12/29/2021,01/10/2022,24.7,20.0,29.9,20.0 - 29.9,22.0-25.7
Symptoms of Anxiety Disorder,Tennessee,12/29/2021,01/10/2022,27.5,23.6,31.6,23.6 - 31.6,25.8-28.0
Symptoms of Anxiety Disorder,Texas,12/29/2021,01/10/2022,31.0,28.0,34.1,28.0 - 34.1,30.5-36.1
Symptoms of Anxiety Disorder,Utah,12/29/2021,01/10/2022,30.4,26.9,34.1,26.9 - 34.1,28.1-30.4
Symptoms of Anxiety Disorder,Vermont,12/29/2021,01/10/2022,30.7,26.0,35.7,26.0 - 35.7,30.5-36.1
Symptoms of Anxiety Disorder,Virginia,12/29/2021,01/10/2022,31.7,27.5,36.1,27.5 - 36.1,30.5-36.1
Symptoms of Anxiety Disorder,Washington,12/29/2021,01/10/2022,28.1,25.2,31.3,25.2 - 31.3,28.1-30.4
Symptoms of Anxiety Disorder,West Virginia,12/29/2021,01/10/2022,31.6,26.4,37.1,26.4 - 37.1,30.5-36.1
Symptoms of Anxiety Disorder,Wisconsin,12/29/2021,01/10/2022,23.7,20.0,27.8,20.0 - 27.8,22.0-25.7
Symptoms of Anxiety Disorder,Wyoming,12/29/2021,01/10/2022,29.2,23.3,35.6,23.3 - 35.6,28.1-30.4
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,12/29/2021,01/10/2022,33.9,28.5,39.7,28.5 - 39.7,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,12/29/2021,01/10/2022,31.9,26.9,37.4,26.9 - 37.4,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,12/29/2021,01/10/2022,34.1,31.0,37.3,31.0 - 37.3,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,12/29/2021,01/10/2022,40.6,34.9,46.4,34.9 - 46.4,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,California,12/29/2021,01/10/2022,31.9,28.9,35.1,28.9 - 35.1,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,12/29/2021,01/10/2022,30.2,27.4,33.2,27.4 - 33.2,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,12/29/2021,01/10/2022,31.6,28.7,34.6,28.7 - 34.6,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,12/29/2021,01/10/2022,30.1,25.7,34.8,25.7 - 34.8,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,12/29/2021,01/10/2022,35.9,30.0,42.1,30.0 - 42.1,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,12/29/2021,01/10/2022,33.6,30.5,36.8,30.5 - 36.8,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,12/29/2021,01/10/2022,29.4,25.4,33.5,25.4 - 33.5,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,12/29/2021,01/10/2022,32.1,27.4,37.2,27.4 - 37.2,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,12/29/2021,01/10/2022,28.8,24.9,32.8,24.9 - 32.8,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,12/29/2021,01/10/2022,29.7,26.2,33.3,26.2 - 33.3,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,12/29/2021,01/10/2022,32.2,27.9,36.8,27.9 - 36.8,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,12/29/2021,01/10/2022,28.0,23.7,32.6,23.7 - 32.6,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,12/29/2021,01/10/2022,28.8,25.3,32.6,25.3 - 32.6,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,12/29/2021,01/10/2022,34.2,29.8,38.7,29.8 - 38.7,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,12/29/2021,01/10/2022,30.7,26.6,35.1,26.6 - 35.1,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,12/29/2021,01/10/2022,32.4,27.8,37.2,27.8 - 37.2,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,12/29/2021,01/10/2022,27.8,24.3,31.6,24.3 - 31.6,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,12/29/2021,01/10/2022,30.4,27.7,33.3,27.7 - 33.3,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,12/29/2021,01/10/2022,31.2,28.5,33.9,28.5 - 33.9,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,12/29/2021,01/10/2022,26.3,23.0,29.8,23.0 - 29.8,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,12/29/2021,01/10/2022,36.3,28.5,44.6,28.5 - 44.6,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,12/29/2021,01/10/2022,32.7,28.3,37.3,28.3 - 37.3,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,12/29/2021,01/10/2022,34.6,29.8,39.7,29.8 - 39.7,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,12/29/2021,01/10/2022,35.4,30.5,40.4,30.5 - 40.4,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,12/29/2021,01/10/2022,35.4,31.2,39.8,31.2 - 39.8,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,12/29/2021,01/10/2022,31.7,28.3,35.2,28.3 - 35.2,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,12/29/2021,01/10/2022,33.8,29.6,38.1,29.6 - 38.1,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,12/29/2021,01/10/2022,36.8,32.5,41.3,32.5 - 41.3,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,New York,12/29/2021,01/10/2022,31.4,27.7,35.4,27.7 - 35.4,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,12/29/2021,01/10/2022,29.3,25.3,33.5,25.3 - 33.5,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,12/29/2021,01/10/2022,24.8,20.9,29.0,20.9 - 29.0,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,12/29/2021,01/10/2022,32.3,28.6,36.2,28.6 - 36.2,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,12/29/2021,01/10/2022,35.8,31.6,40.2,31.6 - 40.2,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,12/29/2021,01/10/2022,36.8,33.8,40.0,33.8 - 40.0,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,12/29/2021,01/10/2022,29.1,25.2,33.2,25.2 - 33.2,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,12/29/2021,01/10/2022,35.6,30.0,41.6,30.0 - 41.6,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,12/29/2021,01/10/2022,29.7,25.3,34.4,25.3 - 34.4,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,12/29/2021,01/10/2022,28.7,23.6,34.2,23.6 - 34.2,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,12/29/2021,01/10/2022,31.3,26.5,36.5,26.5 - 36.5,29.8-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,12/29/2021,01/10/2022,35.1,32.0,38.2,32.0 - 38.2,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,12/29/2021,01/10/2022,34.3,30.8,38.0,30.8 - 38.0,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,12/29/2021,01/10/2022,34.5,30.1,39.1,30.1 - 39.1,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,12/29/2021,01/10/2022,35.4,31.4,39.5,31.4 - 39.5,34.7-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,12/29/2021,01/10/2022,32.7,29.4,36.1,29.4 - 36.1,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,12/29/2021,01/10/2022,34.6,29.3,40.2,29.3 - 40.2,32.3-34.6
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,12/29/2021,01/10/2022,25.5,21.6,29.8,21.6 - 29.8,24.8-29.7
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,12/29/2021,01/10/2022,33.9,28.1,40.1,28.1 - 40.1,32.3-34.6
Symptoms of Depressive Disorder,Alabama,01/26/2022,02/07/2022,26.1,20.1,32.8,20.1 - 32.8,23.9-29.6
Symptoms of Depressive Disorder,Alaska,01/26/2022,02/07/2022,24.6,20.4,29.1,20.4 - 29.1,23.9-29.6
Symptoms of Depressive Disorder,Arizona,01/26/2022,02/07/2022,20.9,17.8,24.4,17.8 - 24.4,20.4-21.7
Symptoms of Depressive Disorder,Arkansas,01/26/2022,02/07/2022,24.5,20.2,29.3,20.2 - 29.3,23.9-29.6
Symptoms of Depressive Disorder,California,01/26/2022,02/07/2022,23.3,21.2,25.6,21.2 - 25.6,21.8-23.8
Symptoms of Depressive Disorder,Colorado,01/26/2022,02/07/2022,20.0,17.3,22.9,17.3 - 22.9,15.0-20.3
Symptoms of Depressive Disorder,Connecticut,01/26/2022,02/07/2022,23.0,19.9,26.4,19.9 - 26.4,21.8-23.8
Symptoms of Depressive Disorder,Delaware,01/26/2022,02/07/2022,20.7,16.2,25.8,16.2 - 25.8,20.4-21.7
Symptoms of Depressive Disorder,District of Columbia,01/26/2022,02/07/2022,16.2,12.2,21.0,12.2 - 21.0,15.0-20.3
Symptoms of Depressive Disorder,Florida,01/26/2022,02/07/2022,21.7,18.5,25.1,18.5 - 25.1,20.4-21.7
Symptoms of Depressive Disorder,Georgia,01/26/2022,02/07/2022,23.2,19.7,27.0,19.7 - 27.0,21.8-23.8
Symptoms of Depressive Disorder,Hawaii,01/26/2022,02/07/2022,21.2,17.3,25.4,17.3 - 25.4,20.4-21.7
Symptoms of Depressive Disorder,Idaho,01/26/2022,02/07/2022,17.0,14.0,20.5,14.0 - 20.5,15.0-20.3
Symptoms of Depressive Disorder,Illinois,01/26/2022,02/07/2022,23.0,19.6,26.7,19.6 - 26.7,21.8-23.8
Symptoms of Depressive Disorder,Indiana,01/26/2022,02/07/2022,20.7,17.7,23.9,17.7 - 23.9,20.4-21.7
Symptoms of Depressive Disorder,Iowa,01/26/2022,02/07/2022,15.0,12.5,17.9,12.5 - 17.9,15.0-20.3
Symptoms of Depressive Disorder,Kansas,01/26/2022,02/07/2022,21.5,18.5,24.7,18.5 - 24.7,20.4-21.7
Symptoms of Depressive Disorder,Kentucky,01/26/2022,02/07/2022,24.6,20.4,29.2,20.4 - 29.2,23.9-29.6
Symptoms of Depressive Disorder,Louisiana,01/26/2022,02/07/2022,28.4,22.7,34.7,22.7 - 34.7,23.9-29.6
Symptoms of Depressive Disorder,Maine,01/26/2022,02/07/2022,23.4,18.4,29.0,18.4 - 29.0,21.8-23.8
Symptoms of Depressive Disorder,Maryland,01/26/2022,02/07/2022,23.2,20.4,26.2,20.4 - 26.2,21.8-23.8
Symptoms of Depressive Disorder,Massachusetts,01/26/2022,02/07/2022,19.0,16.4,21.8,16.4 - 21.8,15.0-20.3
Symptoms of Depressive Disorder,Michigan,01/26/2022,02/07/2022,21.7,19.1,24.5,19.1 - 24.5,20.4-21.7
Symptoms of Depressive Disorder,Minnesota,01/26/2022,02/07/2022,17.3,14.3,20.5,14.3 - 20.5,15.0-20.3
Symptoms of Depressive Disorder,Mississippi,01/26/2022,02/07/2022,26.2,19.7,33.6,19.7 - 33.6,23.9-29.6
Symptoms of Depressive Disorder,Missouri,01/26/2022,02/07/2022,23.2,19.8,26.9,19.8 - 26.9,21.8-23.8
Symptoms of Depressive Disorder,Montana,01/26/2022,02/07/2022,23.0,18.5,27.9,18.5 - 27.9,21.8-23.8
Symptoms of Depressive Disorder,Nebraska,01/26/2022,02/07/2022,21.1,17.7,25.0,17.7 - 25.0,20.4-21.7
Symptoms of Depressive Disorder,Nevada,01/26/2022,02/07/2022,29.6,25.2,34.3,25.2 - 34.3,23.9-29.6
Symptoms of Depressive Disorder,New Hampshire,01/26/2022,02/07/2022,16.2,13.1,19.7,13.1 - 19.7,15.0-20.3
